user_id,level,fully_ascended,num_atlas_passives_allocated
ac61e921-91aa-4c32-982a-0bea7504290a,95,TRUE,82
cb1da005-4852-466c-84b9-2c9d313b4549,95,TRUE,81
007f7a26-a355-40f2-ac61-8a7a7ef16e8f,93,TRUE,116
209ae705-4014-42f9-9e95-90fd5852e429,93,TRUE,59
ec1a5975-a362-40ce-bf60-485422ae9676,93,TRUE,127
53c05e64-8f25-406b-adb1-ea74ef1ac973,93,TRUE,51
2f2769da-1359-4aa3-9012-5133d9e30caa,93,TRUE,0
accfe411-3114-42e8-aed1-8afd21d2cc44,93,TRUE,123
13c70c1f-41ab-4889-8f69-80205a968558,99,TRUE,121
1d8efb12-e3b9-4b29-9ee3-f61c18d129cb,95,TRUE,38
47e125f4-4f7b-429b-8404-6a796c395ff1,95,TRUE,112
bbbdeb02-e48e-4b1f-9b21-fc8141dc6285,95,TRUE,130
6d0fc0e2-c71f-46fb-a6df-3a8a08f9edca,94,TRUE,126
91adb0fe-1965-4cb7-ac50-a243a57aea4f,87,FALSE,55
d658eaa0-54e5-4ff4-97de-acb7e0bef2bd,76,FALSE,9
98ea3b7a-4db4-443e-b4ef-e2692e7fcebc,92,TRUE,104
527bf83d-0b5d-442e-a724-09c26eeabbdc,93,TRUE,111
317d5e8d-6953-4c9e-8856-97f892f79ec3,90,TRUE,55
60db77aa-9452-49d6-8b41-3d63272552c1,87,TRUE,94
3897f191-52f0-4f2f-a1e8-3536b8090036,78,FALSE,22
5ca86a8a-c368-45c7-90eb-b0f497e00ebb,75,FALSE,17
ed76bb06-194a-4c6c-8ca6-0fc5622d1ede,96,TRUE,127
dca07a20-9016-4a91-be58-3bc8d08af7e6,95,TRUE,107
e356514f-2df8-4f45-974b-c606cf00c225,93,TRUE,124
3e2a3b02-eb02-49d2-a674-db919120b11d,93,TRUE,112
f7bb1ef0-1736-4555-a34f-255249a33049,91,TRUE,94
e874ed25-1d8a-4921-916e-d94ce6e5b8f8,90,TRUE,109
0ad5cce3-5590-49d9-bbcc-60b3fc46003c,90,TRUE,79
ff4aa413-d1ff-4af6-8e32-f06ecf68620a,93,TRUE,105
78f1df41-f5b0-4487-93b0-8e447a3cd44a,93,TRUE,105
19d7045b-20bb-41d9-9ffd-a1995dd0d414,93,TRUE,93
6a972a5d-f0e0-4936-9489-81a205193945,92,TRUE,123
f62c9048-7e8f-45c8-b975-d3cf8fe22e2f,91,TRUE,60
75c33e7a-fdd9-496a-9b12-b92b402b179c,91,TRUE,72
82c787c1-303d-4299-a7a0-c4d40229212a,88,TRUE,0
815fca67-0c35-4120-a9fe-4a8060a836c8,88,TRUE,63
09e1664d-4e76-45c5-8cb7-e61328788a51,84,FALSE,51
491978db-d9ba-418b-8362-4d39030e92b4,77,FALSE,21
4e4d3af6-cb46-4c4c-b353-c0598b267740,70,TRUE,8
c0b54e01-7810-4cf6-989c-dff24252c938,49,FALSE,0
71df6f95-72f2-4f7b-b9d0-98ab28e6819c,90,TRUE,104
eb6439e2-8fc7-4d0c-bf4a-a51a2cdc2bfa,86,FALSE,40
ed8a53c9-55d7-4217-9fa3-09cda9743fd5,96,TRUE,129
ecf8193a-d328-4a4d-a1e4-7ff7b0c351f1,94,TRUE,60
de0bf8de-39e8-4e6e-bd15-84918364b514,94,TRUE,109
f65d4531-c7d9-4874-8ce7-48b9125168e2,94,TRUE,130
c53c5470-47ca-4328-953a-7cb218e0c5d8,94,TRUE,112
8588661a-f567-43fa-ae1e-7b74ca86b715,93,TRUE,91
41a75137-9adf-41d1-aa57-0ea7999bb2bb,93,TRUE,120
26f6db29-646a-472f-9522-51263fd808c5,93,TRUE,68
006a4e2a-1fc9-44f9-bd23-bbdfdeec344a,93,TRUE,109
c28fdaad-2dde-4630-a866-acd319ed59ea,93,TRUE,90
e5440ed1-d0e9-4ba9-899d-df4198423f77,81,TRUE,21
162c195f-1d02-4226-bd68-42deca84f3a6,89,TRUE,19
ed405b5e-00b1-485f-8746-a886b200f07a,92,TRUE,98
2f396371-9be9-482e-9ed1-2217f26c5527,100,TRUE,127
f891dd8a-74e8-4f95-9a0b-23499432383c,95,TRUE,129
ca3649ce-9fd6-4fca-811e-cc8bc9d67188,95,TRUE,121
387d565c-5697-4f9b-a901-0e389dae319f,94,TRUE,114
6943a464-b42f-44f0-bba6-73f8528143a4,92,TRUE,100
551eda0c-6685-4e34-a849-3e8a54866381,92,TRUE,98
d48d7521-b888-4b61-bc72-346dd980593e,74,TRUE,0
8f9bafd5-7828-498d-8d2e-9d0e81a0ee29,91,FALSE,31
fc148ca0-6251-464b-9275-6fdfbb404a8b,44,FALSE,0
8efbba33-8619-405f-a979-883e9be5fd27,18,FALSE,0
9b16305c-2af4-4e34-acc7-094009d22581,13,FALSE,0
92d81ba9-6e5d-4933-82cf-8db1794ea00f,94,TRUE,83
2be5ee98-91bb-408c-8bc4-af33e78864ce,93,TRUE,72
4aadcea2-6aca-4ba0-8282-17351a54d2b5,93,TRUE,119
6e6c3099-9587-4998-93e4-a14e3bc6ec55,92,TRUE,126
5bba1a17-f16b-4c56-b3ba-e6f9e145f5a4,88,TRUE,85
a7c5a83d-990d-4159-b84f-12698bc9c2ea,79,FALSE,0
e1e2745e-2872-42ca-9124-324c67f06e95,92,TRUE,68
a970c468-9c46-4493-8df0-e4d10c566397,95,TRUE,122
2f2893e7-22b1-4ed9-9d80-0246e0868be8,94,TRUE,0
8cc76394-380f-45d4-a9fb-40bcaf4c5e74,93,TRUE,107
e3b2d093-ff0e-4607-ba18-8078982d95b5,93,TRUE,79
5e096f77-cefd-45e5-8db2-9345820ec1ed,92,TRUE,106
5ff53627-8e80-490d-8e95-f184ed234d02,91,TRUE,84
330e4693-0358-40d6-9e70-5e329eaa04ee,85,TRUE,44
c5364b52-3234-4826-916e-9a8a03df8137,78,FALSE,16
f2544f83-76e3-4a21-bab5-73c3d2839b26,92,TRUE,115
